,Unnamed: 0,id,fighter_name,total_wins,total_losses,total_draws,total_nc,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,td_acc.1,sub_avg
1766,1767,029880cdbf5ca089,Sean Sherk,36,4,1,0,"5'6""",155,"67""",Orthodox,8/05/1973,2.17,35%,2.71,55%,4.09,46%,56%,46%,0.4
1768,1769,ab850a77a0fa487d,Sean Spencer,12,6,0,0,"5'10""",170,"74""",Orthodox,6/25/1987,4.24,32%,4.02,60%,0.14,33%,68%,33%,0.0
1769,1770,0d8011111be000b2,Sean Strickland,22,3,0,0,"6'1""",185,"76""",Orthodox,2/27/1991,5.09,38%,3.77,66%,1.26,60%,81%,60%,0.4
1770,1771,4682bc59d5f55145,Sean Woodson,7,1,0,0,"6'2""",145,"78""",Orthodox,6/07/1992,6.4,45%,4.43,58%,0.0,0%,77%,0%,0.0
1772,1773,165c244bcca3ed26,Seo Hee Ham,17,8,0,0,"5'2""",115,"62""",Southpaw,3/08/1987,4.2,39%,5.15,61%,0.0,0%,66%,0%,0.2
1773,1774,f14cf73e51b29254,Sergei Pavlovich,14,1,0,0,"6'3""",257,"84""",Southpaw,5/13/1992,6.55,52%,4.59,44%,0.0,0%,50%,0%,0.0
1774,1775,90da09db03e41748,Sergey Khandozhko,27,6,1,0,"6'1""",170,"74""",Orthodox,5/19/1992,2.83,42%,1.7,60%,0.5,16%,64%,16%,0.0
1776,1777,e2f6b2769aaedd6c,Serghei Spivac,12,2,0,0,"6'3""",260,"78""",Orthodox,1/24/1995,3.58,49%,2.84,58%,3.7,63%,75%,63%,0.3
1777,1778,1bcaac2d99b90fce,Sergio Moraes,14,6,1,0,"6'0""",170,"72""",Orthodox,7/23/1982,2.42,42%,3.73,59%,1.2,38%,75%,38%,0.4
1778,1779,de75d1c45a39e221,Sergio Pettis,18,5,0,0,"5'6""",125,"69""",Orthodox,8/18/1993,3.88,37%,2.91,65%,0.85,40%,67%,40%,0.4
1779,1780,fd5b6598a3b70c0a,Seth Baczynski,20,14,0,0,"6'3""",170,"75""",Orthodox,10/26/1981,3.08,31%,3.14,51%,0.89,16%,48%,16%,0.8
1780,1781,93b9496275bbbf80,Seth Petruzelli,14,8,0,0,"6'0""",205,"76""",Orthodox,12/03/1979,2.17,41%,2.08,55%,0.46,50%,47%,50%,2.3
1781,1782,a68575214ecad140,SeungWoo Choi,9,3,0,0,"6'0""",145,"74""",Orthodox,11/03/1992,3.17,41%,2.45,46%,1.03,57%,66%,57%,0.0
1782,1783,e2b8186b618b00c4,Shamar Bailey,16,11,0,0,"5'9""",155,"75""",Southpaw,9/22/1982,1.56,20%,3.91,69%,1.5,33%,37%,33%,0.0
1783,1784,2f5cbecbbe18bac4,Shamil Abdurakhimov,20,5,0,0,"6'3""",235,"76""",Orthodox,9/02/1981,2.45,44%,2.45,58%,1.23,24%,47%,24%,0.2
1784,1785,0d980975001ae3d8,Shamil Gamzatov,14,0,0,0,"6'2""",205,"76""",Orthodox,8/09/1990,4.27,46%,2.13,58%,0.0,0%,50%,0%,0.0
1785,1786,122ac9b816d8b71c,Shana Dobson,4,5,0,0,"5'6""",125,"69""",Orthodox,3/30/1989,3.34,37%,5.2,50%,0.84,50%,14%,50%,0.0
1786,1787,98d961097baaf308,Shane Burgos,13,2,0,0,"5'11""",145,"75""",Orthodox,3/19/1991,7.31,50%,5.81,60%,0.3,100%,89%,100%,0.1
1787,1788,784285b7ae7dd85f,Shane Campbell,14,6,0,0,"6'0""",155,"71""",Orthodox,1/21/1987,3.99,59%,3.19,55%,1.36,28%,82%,28%,0.0
1788,1789,68dd7b3783c19f9c,Shane Carwin,12,2,0,0,"6'2""",265,"80""",Orthodox,1/04/1975,4.38,47%,3.53,53%,1.42,33%,42%,33%,0.0
1790,1791,2db7fa8db6bc9632,Shane Nelson,16,7,0,0,"5'9""",155,"70""",Southpaw,11/29/1984,1.38,31%,2.84,61%,1.31,18%,54%,18%,1.6
1792,1793,75e0d3cc2262b732,Shane Roller,11,7,0,0,"5'10""",155,"72""",Orthodox,7/14/1979,2.04,34%,2.65,60%,2.46,33%,42%,33%,1.9
1793,1794,4cd8b03aee1d0138,Shane Young,13,5,0,0,"5'8""",145,"72""",Orthodox,7/31/1993,6.01,40%,5.15,56%,0.73,25%,64%,25%,0.0
1795,1796,568bbad0eaced57c,Shanna Young,7,3,0,0,"5'7""",135,"65""",Orthodox,2/20/1991,3.05,57%,5.28,45%,0.0,0%,54%,0%,0.0
1796,1797,9f1641c08cf8fbe2,Shannon Gugerty,15,7,0,0,"5'10""",155,"71""",Orthodox,12/30/1981,1.25,39%,1.88,58%,2.13,27%,50%,27%,3.4
1797,1798,01afe0916a40c7c5,Shavkat Rakhmonov,13,0,0,0,"6'1""",170,"77""",Orthodox,10/23/1994,2.79,52%,1.93,50%,0.0,0%,100%,0%,3.2
1798,1799,ca2efc9d7d523c43,Shawn Jordan,19,8,0,0,"6'0""",260,"75""",Southpaw,10/21/1984,2.87,50%,3.3,47%,1.97,38%,76%,38%,0.1
1801,1802,ec2d13a87d3d9541,Sheldon Westcott,10,3,1,0,"6'1""",170,"71""",Southpaw,8/20/1984,2.26,40%,3.73,37%,3.23,37%,14%,37%,0.0
1803,1804,0d62719b1dcf7c40,Sheymon Moraes,11,4,0,0,"5'8""",145,"72""",Orthodox,10/11/1990,3.0,42%,3.64,63%,0.0,0%,53%,0%,0.0
1804,1805,4665f9f909cd7214,Shinsho Anzai,10,3,0,0,"5'7""",170,"70""",Orthodox,12/01/1985,3.23,58%,3.75,45%,1.83,16%,75%,16%,0.0
1807,1808,4234f0097c83fa62,Sijara Eubanks,7,6,0,0,"5'4""",135,"67""",Orthodox,4/27/1985,4.52,43%,3.69,57%,1.88,46%,65%,46%,0.4
1808,1809,fea8acf9bfcf09ec,Simeon Thoresen,17,6,1,0,"6'1""",170,"79""",Orthodox,3/14/1984,3.85,43%,3.85,64%,1.12,40%,50%,40%,1.7
1810,1811,aec185309b4843d0,Siyar Bahadurzada,24,8,1,0,"5'11""",170,"73""",Orthodox,4/17/1984,2.91,40%,3.23,49%,1.32,61%,62%,61%,0.3
1811,1812,60029bcf496bd707,Soa Palelei,22,5,0,0,"6'4""",265,"81""",Orthodox,7/12/1977,2.47,57%,2.68,48%,2.2,47%,66%,47%,0.0
1812,1813,94426bb170c88115,Sodiq Yusuff,11,1,0,0,"5'9""",145,"71""",Orthodox,5/19/1993,6.1,49%,4.06,58%,0.0,0%,72%,0%,0.3
1814,1815,32490e80ddab1e5a,Song Kenan,16,5,0,0,"6'0""",170,"71""",Orthodox,3/10/1990,4.3,45%,4.2,56%,0.0,0%,45%,0%,0.0
1815,1816,efb96bf3e9ada36f,Song Yadong,16,5,1,1,"5'8""",145,"67""",Orthodox,12/02/1997,4.35,42%,3.64,57%,0.59,75%,56%,75%,0.4
1816,1817,f34312c2ccfa0e00,Spencer Fisher,24,9,0,0,"5'7""",155,"68""",Southpaw,5/09/1976,3.17,43%,3.03,64%,0.67,30%,60%,30%,0.8
1817,1818,be68b375707dcb85,Spike Carlyle,9,3,0,0,"5'8""",145,"71""",Switch,5/06/1993,2.55,54%,3.85,30%,3.34,36%,57%,36%,0.5
1818,1819,1d4bbaabd8b60173,Stanislav Nedkov,12,2,0,1,"5'11""",205,"71""",Orthodox,12/09/1981,3.33,43%,5.39,43%,2.77,41%,0%,41%,0.0
1819,1820,348dff4e03bd18c6,Stefan Sekulic,12,3,0,0,"6'0""",170,"75""",Southpaw,2/12/1992,1.47,37%,2.4,57%,1.0,20%,33%,20%,0.0
1820,1821,ebc1f40e00e0c481,Stefan Struve,33,13,0,0,"6'11""",265,"84""",Orthodox,2/18/1988,3.12,47%,4.04,46%,0.56,46%,55%,46%,1.7
1821,1822,c6a33ff198aaaeeb,Stephan Bonnar,15,9,0,0,"6'4""",205,"79""",Orthodox,4/04/1977,2.76,38%,3.01,52%,1.32,40%,60%,40%,1.0
1822,1823,5e6294b37bbef029,Stephanie Egger,5,2,0,0,"5'6""",135,"68""",Orthodox,8/12/1988,0.67,31%,1.33,52%,1.0,16%,40%,16%,0.0
1824,1825,4a28cb716c19157a,Stephen Thompson,16,4,1,0,"6'0""",170,"75""",Orthodox,2/11/1983,4.24,43%,2.8,58%,0.32,45%,78%,45%,0.0
1826,1827,e023fa2e648ea0f1,Steve Bosse,12,2,0,0,"5'11""",205,"72""",Orthodox,7/29/1981,5.99,52%,5.38,50%,0.92,33%,100%,33%,0.0
1829,1830,f1f9e48a0d150757,Steve Cantwell,7,6,0,0,"6'2""",185,"75""",Orthodox,12/08/1986,3.63,34%,5.76,55%,0.65,30%,80%,30%,0.7
1830,1831,97cf1a2c7c5e7889,Steve Garcia,11,4,0,0,"6'0""",155,"75""",Southpaw,5/22/1992,4.31,55%,2.52,36%,0.61,25%,100%,25%,0.6
1837,1838,0b5b6876c2a4723f,Steve Steinbeiss,9,4,0,0,"6'3""",185,"75""",Orthodox,5/05/1981,3.92,55%,1.86,49%,0.44,50%,58%,50%,0.0
1840,1841,b93c06d09d1c4ac0,Steven Peterson,18,9,0,0,"5'10""",145,"70""",Orthodox,5/29/1990,4.65,35%,5.89,56%,2.02,28%,75%,28%,0.4
1841,1842,d188a3b817860ec6,Steven Siler,29,16,0,0,"5'11""",145,"70""",Orthodox,2/15/1987,3.21,41%,2.96,54%,0.47,21%,55%,21%,1.6
1843,1844,31a13532e724ca2b,Stevie Ray,23,9,0,0,"5'10""",155,"70""",Southpaw,3/25/1990,3.73,44%,2.93,54%,0.75,46%,55%,46%,0.6
1844,1845,d28dee5c705991df,Stipe Miocic,20,3,0,0,"6'4""",240,"80""",Orthodox,8/19/1982,4.9,52%,3.75,55%,1.92,34%,70%,34%,0.0
1845,1846,3cf18e01cb6cbde3,Su Mudaerji,14,4,0,0,"5'8""",125,"72""",Southpaw,1/20/1996,4.49,51%,2.19,68%,0.4,100%,77%,100%,0.8
1846,1847,e70de1859b7ee78e,Sultan Aliev,15,3,0,0,"5'11""",170,"74""",Orthodox,9/17/1984,1.41,45%,2.2,56%,1.76,38%,100%,38%,0.0
1847,1848,192520689012c7e4,Suman Mokhtarian,8,5,0,0,"5'8""",145,"72""",Orthodox,6/13/1992,2.21,43%,6.85,48%,0.0,0%,0%,0%,0.0
1848,1849,6e0e977beb909837,Sung Bin Jo,9,1,0,0,"6'0""",145,"72""",Orthodox,7/17/1992,1.4,33%,2.67,51%,1.0,33%,83%,33%,1.0
1849,1850,a851c35f58199231,Syuri Kondo,6,3,0,0,"5'4""",115,"66""",Orthodox,2/08/1989,5.4,44%,7.22,58%,0.0,0%,83%,0%,0.3
1850,1851,d31cbcdd7d69536d,TJ Brown,14,8,0,0,"5'9""",145,"72""",Switch,5/22/1990,3.22,42%,2.21,50%,4.92,60%,40%,60%,0.4
1851,1852,c849740a3ff51931,TJ Dillashaw,17,4,0,0,"5'6""",125,"67""",Orthodox,2/07/1986,5.37,41%,3.03,65%,1.68,37%,86%,37%,1.0
1852,1853,a26198ba5093147e,TJ Grant,21,5,0,0,"5'10""",155,"72""",Orthodox,2/26/1984,3.95,54%,3.21,56%,1.63,43%,36%,43%,0.6
1853,1854,cd2e5a390821fb48,TJ Laramie,12,4,0,0,"5'6""",145,"66""",Orthodox,10/15/1997,2.73,51%,3.24,26%,2.56,50%,0%,50%,0.0
1855,1856,8f2939f5fd9cca1e,TJ Waldburger,16,9,0,0,"5'11""",170,"75""",Orthodox,4/25/1988,2.02,51%,2.39,40%,3.03,46%,40%,46%,4.8
1856,1857,9a2d3567abc02e34,Tae Hyun Bang,18,10,0,0,"5'9""",155,"71""",Switch,4/15/1983,2.72,38%,2.07,66%,0.49,33%,57%,33%,0.5
1857,1858,6aae253467e8f9ce,Tafon Nchukwi,5,0,0,0,"6'0""",205,"77""",Orthodox,10/14/1994,7.59,55%,4.31,52%,0.0,0%,75%,0%,0.0
1858,1859,f00ac08ab056af5d,Tagir Ulanbekov,13,1,0,0,"5'7""",125,"70""",Southpaw,8/07/1991,3.07,37%,3.13,58%,5.0,45%,50%,45%,0.0
1859,1860,c62fbc117d57b943,Tai Tuivasa,11,3,0,0,"6'2""",264,"75""",Southpaw,3/16/1993,4.2,49%,3.45,50%,0.0,0%,46%,0%,0.0
1860,1861,f7467152fd9f18a2,Taila Santos,17,1,0,0,"5'6""",125,"68""",Orthodox,6/22/1993,3.52,48%,2.22,59%,2.0,80%,85%,80%,1.0
1861,1862,3be081c29bf734d9,Takanori Gomi,35,14,0,1,"5'7""",155,"70""",Southpaw,9/22/1978,3.81,41%,3.52,60%,1.23,65%,63%,65%,0.8
1862,1863,8abac218746e04ca,Takashi Sato,16,4,0,0,"5'10""",170,"73""",Southpaw,6/09/1990,3.16,37%,4.81,50%,0.53,50%,75%,50%,0.0
1864,1865,48e093ea1f43a053,Takeya Mizugaki,21,11,2,0,"5'7""",135,"69""",Orthodox,12/16/1983,3.37,37%,3.27,57%,1.46,57%,70%,57%,0.1
1865,1866,5b2325cd70dbe2ea,Talita Bernardo,6,4,0,0,"5'4""",135,"68""",Orthodox,3/04/1987,3.12,42%,4.04,55%,1.62,22%,28%,22%,0.5
1866,1867,eff47295daf721a6,Tamdan McCrory,14,5,0,0,"6'4""",185,"76""",Switch,11/05/1986,2.07,49%,1.6,46%,2.28,50%,33%,50%,2.5
1867,1868,04c8b08b16a5b99e,Tanner Boser,19,7,1,0,"6'2""",255,"75""",Orthodox,8/02/1991,4.54,55%,2.7,63%,0.0,0%,100%,0%,0.0
1868,1869,0749d968e932df53,Tarec Saffiedine,16,7,0,0,"5'10""",170,"70""",Switch,9/06/1986,4.05,47%,3.06,62%,0.52,36%,84%,36%,0.1
1870,1871,b08012bbe542592a,Tatiana Suarez,9,0,0,0,"5'5""",115,"66""",Southpaw,12/19/1990,4.82,65%,1.45,48%,6.47,62%,100%,62%,0.6
1871,1872,80d918336163b80c,Tatsuya Kawajiri,36,11,2,0,"5'7""",145,"69""",Orthodox,5/08/1978,2.04,44%,2.01,50%,3.63,48%,63%,48%,1.1
1872,1873,8b1ed83b02303075,Taylor Lapilus,11,2,0,0,"5'6""",135,"73""",Southpaw,4/08/1992,3.77,45%,2.0,61%,0.58,40%,81%,40%,0.6
1873,1874,ef44e4ea9050f2ea,Te Edwards,6,3,0,0,"5'8""",155,"72""",Orthodox,9/11/1990,1.5,41%,4.15,44%,0.72,100%,44%,100%,0.0
1874,1875,31ef8b67e13495b3,Tecia Torres,12,5,0,0,"5'1""",115,"60""",Orthodox,8/16/1989,4.3,47%,3.37,62%,0.68,15%,56%,15%,0.1
1876,1877,8f4eeaf7a0df7c1a,Teemu Packalen,8,3,0,0,"6'1""",155,"75""",Orthodox,5/22/1987,2.57,54%,3.91,47%,2.31,25%,100%,25%,1.5
1877,1878,ba5e253af86db1a8,Terrion Ware,17,9,0,0,"5'8""",135,"71""",Orthodox,3/31/1986,4.02,32%,6.07,50%,0.5,22%,44%,22%,0.0
1878,1879,33011768c3c4dc9a,Terry Etim,16,5,0,0,"6'1""",155,"73""",Orthodox,1/11/1986,2.16,35%,2.53,67%,0.43,30%,39%,30%,1.4
1879,1880,6a92caba39b64752,Terry Martin,23,11,0,0,"5'8""",185,"71""",Orthodox,10/10/1980,2.82,43%,3.13,54%,3.1,42%,92%,42%,0.0
1880,1881,88cd34d836b4ebcd,Teruto Ishihara,10,7,2,0,"5'7""",135,"69""",Southpaw,7/23/1991,3.26,44%,3.63,53%,0.5,16%,30%,16%,0.0
1881,1882,cfb65863d5099327,Thales Leites,28,9,0,0,"6'1""",185,"78""",Orthodox,9/06/1981,2.13,40%,2.99,52%,2.1,27%,30%,27%,1.1
1882,1883,31ee470ef5dc8d7f,Thiago Alves,23,15,0,0,"5'9""",170,"70""",Orthodox,10/03/1983,3.73,41%,3.42,62%,0.71,60%,63%,60%,0.3
1883,1884,d945aae53e3e54e6,Thiago Moises,15,4,0,0,"5'9""",155,"70""",Orthodox,3/23/1995,2.85,37%,3.88,60%,1.06,33%,63%,33%,1.2
1885,1886,dea070ed4a2a8281,Thiago Santos,21,9,0,0,"6'2""",205,"76""",Orthodox,1/07/1984,4.27,48%,2.33,55%,0.7,38%,66%,38%,0.1
1886,1887,2924886ee9c4c527,Thiago Silva,19,6,0,2,"6'2""",205,"74""",Orthodox,11/12/1982,3.92,50%,2.55,67%,1.03,47%,70%,47%,0.7
1887,1888,8a59d346dc976a10,Thiago Tavares,21,7,1,0,"5'7""",145,"70""",Orthodox,11/08/1984,2.0,40%,2.31,62%,3.83,42%,62%,42%,1.5
1888,1889,51e86de150ee8be6,Thibault Gouti,12,5,0,0,"5'10""",155,"72""",Orthodox,2/27/1987,3.68,34%,5.64,50%,1.23,80%,83%,80%,0.3
1889,1890,2b074403b7c6cdb4,Thomas Almeida,22,4,0,0,"5'7""",145,"70""",Southpaw,7/31/1991,5.39,44%,4.69,64%,0.0,0%,75%,0%,0.0
1890,1891,e7f51d9f9e9259e7,Thomas Gifford,14,9,0,2,"6'1""",155,"75""",Orthodox,7/26/1992,3.97,37%,6.45,37%,0.5,33%,33%,33%,0.0
1892,1893,8ce87f7e3a9baed2,Tiago dos Santos e Silva,20,7,2,1,"5'9""",145,"70""",Orthodox,4/12/1987,3.69,35%,4.23,59%,0.63,11%,33%,11%,0.3
1894,1895,c80095f6092271a7,Tim Boetsch,21,13,0,0,"6'0""",185,"74""",Orthodox,1/28/1981,2.93,50%,2.9,57%,1.45,34%,59%,34%,0.8
1895,1896,89b8d1bf1ff09d1d,Tim Credeur,12,4,0,0,"6'3""",185,"75""",Orthodox,7/09/1977,3.59,30%,3.13,57%,0.41,100%,50%,100%,3.3
1896,1897,c96d9178c9ed9e62,Tim Elliott,18,11,1,0,"5'7""",125,"66""",Southpaw,12/24/1986,3.35,45%,2.49,59%,4.01,49%,58%,49%,1.1
1898,1899,219a254e15d60135,Tim Hague,21,13,0,0,"6'4""",260,"76""",Orthodox,5/09/1983,2.79,47%,4.14,46%,1.72,33%,85%,33%,0.9
1899,1900,3c660c90d48fc80d,Tim Kennedy,18,6,0,0,"5'11""",185,"74""",Orthodox,9/01/1979,2.78,47%,1.84,62%,2.58,35%,70%,35%,0.7
1901,1902,9ca265dfe8323db3,Tim McKenzie,14,9,0,0,"6'0""",185,"74""",Orthodox,7/21/1982,1.37,54%,2.96,44%,0.0,0%,28%,0%,2.1
1902,1903,4b47e71384a9522f,Tim Means,31,12,1,1,"6'2""",170,"75""",Orthodox,2/20/1984,5.16,48%,3.58,61%,0.92,41%,64%,41%,0.2
1903,1904,2a542ee8a8b83559,Tim Sylvia,31,10,0,1,"6'8""",265,"80""",Orthodox,3/05/1976,4.23,41%,2.61,61%,0.11,100%,75%,100%,0.1
1904,1905,990bd63726a577f8,Tim Williams,15,5,0,0,"6'2""",185,"76""",Orthodox,7/03/1986,3.07,38%,3.55,48%,1.81,40%,100%,40%,0.0
1905,1906,cc900af167fbedfd,Timothy Johnson,12,4,0,0,"6'3""",265,"77""",Southpaw,3/13/1985,3.43,45%,3.08,44%,1.09,24%,69%,24%,0.0
1906,1907,45e738622ea2c02c,Timur Valiev,17,2,0,1,"5'6""",145,"67""",Orthodox,1/19/1990,5.5,71%,1.55,56%,2.73,66%,50%,66%,0.0
1908,1909,2f732dd9210d301f,Tito Ortiz,19,12,1,0,"6'3""",205,"74""",Orthodox,1/23/1975,2.59,46%,2.88,60%,2.47,35%,54%,35%,0.6
1911,1912,bda04c573563cc2e,Todd Duffee,9,3,0,1,"6'3""",260,"78""",Orthodox,12/06/1985,5.93,37%,2.87,56%,0.72,25%,90%,25%,0.0
1913,1914,399afbabc02376b5,Tom Aspinall,10,2,0,0,"6'5""",256,"78""",Orthodox,4/11/1993,7.43,66%,3.06,65%,3.54,100%,0%,100%,1.8
1915,1916,1588b787bda7b540,Tom Breese,12,3,0,0,"6'3""",185,"73""",Southpaw,9/26/1991,3.34,50%,2.81,60%,0.0,0%,70%,0%,1.1
1917,1918,e979c76341f19b22,Tom Duquesnoy,16,2,0,1,"5'7""",135,"68""",Orthodox,6/21/1993,3.83,45%,5.3,62%,0.42,25%,46%,25%,0.0
1920,1921,4d44f37107f01b9b,Tom Lawlor,10,6,0,1,"6'0""",205,"74""",Southpaw,5/15/1983,2.5,42%,2.41,60%,2.46,32%,57%,32%,1.4
1922,1923,5fceb45939fc0c8a,Tom Niinimaki,22,8,1,0,"5'9""",145,"69""",Orthodox,7/25/1982,1.91,54%,2.31,58%,2.97,46%,33%,46%,0.5
1923,1924,6809c31286b08d97,Tom Watson,17,9,0,0,"6'1""",185,"73""",Orthodox,7/13/1982,4.01,44%,4.41,50%,0.15,7%,43%,7%,0.0
1924,1925,679a9054e2815943,Tomasz Drwal,21,5,1,0,"6'1""",205,"76""",Orthodox,1/22/1982,3.29,38%,2.26,57%,3.55,60%,82%,60%,0.4
1926,1927,1411c630ba711b64,Tommy Speer,21,7,0,0,"5'10""",170,"71""",Orthodox,8/20/1984,2.56,51%,5.12,35%,2.02,33%,33%,33%,0.0
1927,1928,6ad9058b7c7898b0,Tony DeSouza,11,4,0,0,"6'0""",170,"70""",Southpaw,7/26/1974,1.12,52%,1.57,41%,2.25,42%,40%,42%,1.5
1928,1929,22a92d7f62195791,Tony Ferguson,26,5,0,0,"5'11""",155,"76""",Orthodox,2/12/1984,5.46,45%,3.94,59%,0.45,42%,70%,42%,1.1
1930,1931,601964f9654f911a,Tony Gravely,20,6,0,0,"5'5""",135,"69""",Orthodox,9/28/1991,3.69,55%,3.16,42%,5.6,51%,50%,51%,0.8
1932,1933,1a08b01fdabb6ae2,Tony Kelley,7,2,0,0,"5'9""",135,"70""",Switch,1/21/1987,4.57,47%,4.77,43%,0.0,0%,50%,0%,2.0
1934,1935,57bad6a84230f0c9,Tony Sims,12,4,0,0,"5'11""",155,"70""",Southpaw,10/14/1985,1.81,63%,0.76,65%,0.71,50%,50%,50%,0.7
1935,1936,b12a1d19ee383b7c,Tonya Evinger,19,8,0,1,"5'7""",135,"70""",Orthodox,6/04/1981,1.16,42%,4.02,38%,0.93,30%,33%,30%,0.9
1939,1940,68d4a891e5cf2029,Tracy Cortez,8,1,0,0,"5'5""",135,"65""",Orthodox,12/10/1993,3.67,53%,1.98,62%,3.0,42%,85%,42%,0.0
1940,1941,3236bf606fe9fa5b,Travis Browne,18,7,1,0,"6'6""",255,"79""",Orthodox,7/17/1982,2.93,41%,4.31,42%,1.21,68%,75%,68%,0.2
1942,1943,622f015c81a9b13a,Travis Lutter,10,6,0,0,"5'11""",185,"75""",Orthodox,5/12/1973,0.41,32%,2.42,42%,1.95,24%,30%,24%,0.7
1944,1945,b27a1fcb56a3035a,Trevin Giles,13,2,0,0,"6'0""",185,"74""",Orthodox,8/06/1992,3.57,57%,1.83,64%,1.45,87%,80%,87%,0.2
1945,1946,ec23c1be628d8057,Trevin Jones,13,6,0,1,"5'7""",140,"70""",Southpaw,8/04/1990,3.84,61%,6.81,35%,1.17,20%,0%,20%,0.0
1946,1947,f5ff7bcdcfeba3ad,Trevor Prangley,34,11,2,0,"6'1""",185,"75""",Orthodox,8/24/1972,2.59,60%,2.02,48%,3.38,55%,74%,55%,1.0
1947,1948,f797f0c57a83353e,Trevor Smith,15,10,0,0,"6'3""",185,"75""",Orthodox,1/05/1981,3.29,55%,3.31,51%,1.7,32%,60%,32%,0.7
1948,1949,2ebfbe72ed703925,Tristan Connelly,14,6,0,0,"5'10""",170,"68""",Orthodox,12/12/1985,4.27,51%,2.13,57%,0.0,0%,60%,0%,1.0
1951,1952,f5f6419c5f00abad,Tyler Diamond,9,1,0,0,"5'7""",145,"69""",Orthodox,3/18/1991,3.4,47%,2.53,44%,3.0,75%,70%,75%,0.0
1952,1953,8e893f269d5696b2,Tyler Toner,15,7,0,1,"5'8""",145,"70""",Orthodox,3/31/1983,2.95,52%,2.13,62%,0.0,0%,54%,0%,0.4
1953,1954,effd9de9937996f8,Tyron Woodley,19,6,1,0,"5'9""",170,"74""",Orthodox,4/07/1982,2.33,48%,2.72,55%,1.08,40%,87%,40%,0.4
1955,1956,20205040232ed0f3,Tyson Griffin,16,8,0,0,"5'6""",145,"68""",Orthodox,4/20/1984,3.71,41%,2.3,65%,1.87,46%,59%,46%,0.9
1956,1957,6e00cfffd54653c4,Tyson Nam,20,12,1,0,"5'7""",125,"68""",Orthodox,10/06/1983,3.64,31%,5.69,64%,0.0,0%,100%,0%,0.0
1957,1958,49e96ff8ab781589,Tyson Pedro,7,3,0,0,"6'3""",205,"79""",Orthodox,9/17/1991,2.7,62%,2.55,48%,0.74,25%,52%,25%,1.5
1960,1961,65578a75fa7900e3,Uriah Hall,17,9,0,0,"6'0""",185,"79""",Orthodox,7/31/1984,3.34,51%,3.54,53%,0.67,38%,69%,38%,0.2
1961,1962,78114b7199cef90c,Urijah Faber,35,11,0,0,"5'6""",135,"67""",Orthodox,5/14/1979,2.65,40%,2.59,64%,1.54,30%,58%,30%,0.8
1962,1963,681399317dbf4701,Uros Medic,7,0,0,0,"6'1""",155,"71""",Southpaw,4/25/1993,19.91,77%,0.52,86%,0.0,0%,100%,0%,0.0
1963,1964,d403b1a6f278c95e,Vagner Rocha,14,4,0,0,"5'10""",155,"73""",Orthodox,6/06/1982,2.64,42%,4.5,48%,1.4,33%,50%,33%,1.9
1964,1965,132deb59abae64b1,Valentina Shevchenko,19,3,0,0,"5'5""",125,"66""",Southpaw,3/07/1988,2.98,50%,2.03,62%,2.21,58%,75%,58%,0.3
1966,1967,46a2f24feb258ae0,Valerie Letourneau,8,6,0,0,"5'7""",115,"68""",Orthodox,4/29/1983,4.51,37%,5.4,58%,0.77,45%,66%,45%,0.3
1967,1968,777dea713da2441d,Valmir Lazaro,15,5,0,0,"6'0""",155,"73""",Orthodox,8/15/1985,4.87,37%,4.09,61%,1.33,40%,96%,40%,0.0
1968,1969,9b7dfb3b7d99926a,Vanessa Melo,11,8,0,0,"5'5""",135,"65""",Orthodox,3/27/1988,3.48,30%,6.13,59%,0.0,0%,71%,0%,0.0
1969,1970,8bb6f4479685bbcc,Vaughan Lee,14,13,1,0,"5'6""",125,"66""",Orthodox,10/15/1982,3.47,47%,2.07,70%,0.81,33%,72%,33%,1.0
1972,1973,4798e823ada58fe9,Veronica Macedo,6,4,1,0,"5'4""",125,"64""",Southpaw,10/30/1995,3.13,39%,5.06,43%,0.57,18%,46%,18%,0.6
1973,1974,6d4b63c767106d3a,Vicente Luque,19,7,1,0,"5'11""",170,"75""",Orthodox,11/27/1991,5.72,53%,5.82,52%,0.68,50%,64%,50%,0.8
1974,1975,f6e5972c9d16c40e,Victor Rodriguez,7,3,0,0,"5'5""",135,"67""",Switch,9/05/1992,2.17,46%,6.14,50%,0.0,0%,0%,0%,0.0
1976,1977,9dedfdd91070ddd8,Victoria Leonardo,8,4,0,0,"5'5""",125,"64""",Orthodox,2/16/1990,3.4,37%,4.15,47%,2.39,37%,0%,37%,0.0
1977,1978,1e7483dbff40b84b,Vik Grujic,6,6,0,0,"5'11""",170,"73""",Orthodox,2/06/1977,2.24,48%,3.39,41%,1.18,33%,26%,33%,0.4
1978,1979,202b0467521c9d6f,Viktor Pesta,10,4,0,0,"6'3""",240,"77""",Orthodox,7/15/1990,1.58,36%,2.54,56%,3.29,28%,100%,28%,0.0
1979,1980,c77a953488e5607d,Vinc Pichel,13,2,0,0,"5'10""",155,"72""",Orthodox,11/23/1982,3.2,46%,2.28,56%,3.83,60%,20%,60%,0.3
1980,1981,ed2a8cc402173781,Vince Cachero,7,4,0,0,"5'6""",145,"68""",Orthodox,11/07/1989,3.29,45%,6.51,43%,0.0,0%,18%,0%,0.5
